Time,Cm,Cd,Cl,Cl(f),Cl(r)
0.0,-9.12887148e-14,0.00632252511,-2.13532541e-13,-1.98054985e-13,-1.54775557e-14
20.0,0.00333487291,1.26161475,0.000289842738,0.00347979428,-0.00318995154
40.0,0.00469963687,0.92790762,0.00177203733,0.00558565554,-0.00381361821
60.0,-0.00486930422,0.839703795,0.000824633942,-0.00445698725,0.00528162119
80.0,-0.0023573356,0.833455845,0.00155986667,-0.00157740226,0.00313726893
100.0,-0.00237449718,0.828452582,0.00108069639,-0.00183414899,0.00291484538
120.0,-0.000995084943,0.827916723,0.000431640012,-0.000779264936,0.00121090495
140.0,-0.000739039517,0.828836065,0.000310913407,-0.000583582814,0.000894496221
160.0,-0.000415248179,0.829338292,0.000200522166,-0.000314987096,0.000515509262
180.0,-0.000258568618,0.829646524,0.00011053137,-0.000203302933,0.000313834303
200.0,-0.000150270919,0.829756842,6.85049594e-05,-0.000116018439,0.000184523399
220.0,-9.05917645e-05,0.829802092,3.98501595e-05,-7.06666848e-05,0.000110516844
240.0,-5.38580308e-05,0.829813734,2.42532209e-05,-4.17314203e-05,6.59846412e-05
260.0,-3.11737113e-05,0.829816305,1.37550077e-05,-2.42962074e-05,3.80512151e-05
280.0,-1.8215274e-05,0.82981583,8.10191807e-06,-1.4164315e-05,2.22662331e-05
300.0,-1.00206526e-05,0.829815051,4.40915045e-06,-7.81607739e-06,1.22252278e-05
320.0,-5.32045472e-06,0.829814486,2.31388345e-06,-4.16351299e-06,6.47739644e-06
340.0,-2.40472414e-06,0.829814098,1.01857476e-06,-1.89543676e-06,2.91401152e-06
360.0,-7.06083443e-07,0.829813939,2.56877394e-07,-5.77644746e-07,8.3452214e-07
380.0,3.46394949e-07,0.829813861,-2.18779693e-07,2.37005103e-07,-4.55784796e-07
400.0,8.88980328e-07,0.829813822,-4.61637356e-07,6.5816165e-07,-1.11979901e-06
420.0,1.21442697e-06,0.829813832,-5.93199609e-07,9.17827165e-07,-1.51102677e-06
440.0,1.4631531e-06,0.829813838,-7.20869689e-07,1.10271826e-06,-1.82358795e-06
460.0,1.63566546e-06,0.829813847,-7.98821663e-07,1.23625463e-06,-2.03507629e-06
480.0,1.73909076e-06,0.829813855,-8.46436557e-07,1.31587248e-06,-2.16230904e-06
500.0,1.80427265e-06,0.829813861,-8.748863e-07,1.3668295e-06,-2.2417158e-06
520.0,1.84389027e-06,0.829813865,-8.93002225e-07,1.39738916e-06,-2.29039138e-06
540.0,1.86296631e-06,0.829813867,-8.9966721e-07,1.41313271e-06,-2.31279992e-06
560.0,1.86886658e-06,0.829813868,-9.02107948e-07,1.4178126e-06,-2.31992055e-06
580.0,1.87235062e-06,0.829813869,-9.03984425e-07,1.4203584e-06,-2.32434283e-06
600.0,1.8796065e-06,0.829813869,-9.07822621e-07,1.42569519e-06,-2.33351781e-06
620.0,1.88809634e-06,0.82981387,-9.12788003e-07,1.43170234e-06,-2.34449034e-06
640.0,1.89433456e-06,0.82981387,-9.14805279e-07,1.43693192e-06,-2.3517372e-06
660.0,1.89545286e-06,0.82981387,-9.15500479e-07,1.43770262e-06,-2.35320309e-06
680.0,1.89510714e-06,0.829813871,-9.15579973e-07,1.43731715e-06,-2.35289712e-06
700.0,1.89760875e-06,0.82981387,-9.16059238e-07,1.43957913e-06,-2.35563837e-06
720.0,1.89922564e-06,0.829813871,-9.17885902e-07,1.44028269e-06,-2.35816859e-06
740.0,1.90119367e-06,0.829813871,-9.18827107e-07,1.44178012e-06,-2.36060723e-06
760.0,1.90274638e-06,0.82981387,-9.19342712e-07,1.44307502e-06,-2.36241773e-06
780.0,1.90274744e-06,0.82981387,-9.19360705e-07,1.44306709e-06,-2.3624278e-06
800.0,1.9030793e-06,0.829813873,-9.19099391e-07,1.4435296e-06,-2.362629e-06
820.0,1.90247711e-06,0.829813871,-9.19064237e-07,1.44294499e-06,-2.36200923e-06
840.0,1.90486601e-06,0.829813869,-9.1961114e-07,1.44506044e-06,-2.36467158e-06
860.0,1.90520639e-06,0.829813873,-9.21212725e-07,1.44460002e-06,-2.36581275e-06
880.0,1.90720582e-06,0.829813871,-9.21835489e-07,1.44628808e-06,-2.36812357e-06
900.0,1.90885507e-06,0.829813871,-9.2269796e-07,1.44750609e-06,-2.37020405e-06
