runIndex,capsuleCdScale,drogueCdScale,mainCdScale,mass_kg,densityScaleFactor,drogueDeployAltitudeOffset_m,mainDeployAltitudeOffset_m,touchdownVelocity_mps,totalDescentTime_s,peakDeceleration_g
220,0.954524800146707,0.98270982030507,0.92437721866739,6468.11493495347,1.0108670712379,-127.424660921749,10.0653534668241,9.27758994692047,353.992351876701,3.25266567545029
221,1.04180925234449,0.921375384618949,1.01346244392578,6475.65627837014,1.02777561251425,-6.58174131203011,122.397019910063,8.79229443669889,378.172508843364,2.92392588164484
222,1.01004530843125,0.908682506570964,1.0266302751188,6545.14033422067,1.00609670920878,127.675543770716,153.682585339363,8.87765805187917,375.781030730745,2.99573440564742
223,0.945615954389787,0.942408967981645,1.0221961977702,6491.10284698067,1.020391678172,160.009249359204,-58.6314482789128,8.79912630616151,362.07714336173,3.21501151015218
224,0.947374111794896,1.05610510304877,0.954961207109627,6532.26143185137,0.995424295218926,67.0199597165882,-161.785874466133,9.24480026091528,343.815384040113,3.44574399780826
225,1.02477186493531,0.990353535747446,1.01732169263509,6466.80142077449,1.01421242469665,145.118831017291,-113.30407996369,8.8285405701036,360.083824631738,3.11713002601324
226,0.919142911104032,0.904727717209267,1.02839430008865,6510.70940360888,1.00280184476284,-107.22116155361,-43.6376016377941,8.86327733855831,356.479757069027,3.19115784082561
227,1.01889526703723,0.999353371771834,1.09755710404298,6463.64397525567,1.01170867324286,-38.2724927582831,-28.7201540297541,8.50979698018832,376.016337772272,3.13191547178905
228,1.04351955313164,1.03848723026487,1.09825119874044,6462.83942894541,0.97624657896305,89.7355268514965,31.3547668025636,8.65925680410482,377.129895512683,3.17835002740392
229,0.954832133311961,0.915883873797797,0.917131649919286,6539.41908746641,0.981512039483125,-70.6513751537917,-109.337439109205,9.50426659402116,333.819483388153,3.13928903707619
230,0.970999261166387,0.913884768549219,1.00381195818165,6456.76125635922,1.01802139046934,-106.515167235827,16.0047658418042,8.86516166760512,364.293541759777,3.06777385837769
231,1.07601581751229,1.03017547380944,1.00659155731027,6482.43337531154,0.989980114783492,67.794782079276,197.655744488467,8.99290694749158,381.334332206144,3.08091410676451
232,1.03236783796988,1.01155668347401,1.04613010204785,6496.52056122837,0.973608540556047,24.9187263511639,183.050113802152,8.90672472916799,379.876028981923,3.15147851759553
233,0.935060588471532,1.03800097816413,0.940186737731811,6503.58276844731,0.975800586978803,-19.8516254967259,102.465331558098,9.38970783446182,358.227903049651,3.44575776592781
234,0.969514304847796,1.03298234489744,1.05908999215795,6542.71778194795,0.984078524911327,-40.2736336762767,-139.033594667833,8.83771918231764,354.627827211495,3.3389501189024
235,1.09849670043168,1.08540019358486,1.00799142605611,6534.20332943764,1.00125747863632,49.4342752011039,-164.350227153593,8.97102388747963,355.235651109105,3.12525442671601
236,1.05105408409936,0.925542696727047,1.06521352605051,6528.20280876704,1.01252468186458,-185.535847790095,-78.7486576218686,8.67628377771921,362.603107374071,2.97937083441583
237,0.952622513982169,0.972027281494304,0.917528549352768,6543.69578230311,1.00322813444274,-77.7902757367906,-41.2073931702866,9.40190113769229,345.314125717238,3.25077232593823
238,0.989440508100967,1.02011886667212,1.0031358855393,6541.93919732144,0.99981780897435,196.863205929325,140.569983098038,9.00696170471527,375.05609184989,3.27741467678228
239,0.941702102871467,1.08611904292878,0.923273279577095,6531.74497084912,0.992837397608595,151.189728178028,147.22267604298,9.41337399251717,364.938130099924,3.52822217889087
240,1.06118508002352,1.05800608726141,0.960935827819608,6458.09192830513,0.99417881072591,-130.590194005397,77.9804355609847,9.16656355176278,366.680653444007,3.14019338954527
241,0.969219945307557,1.09512204017198,1.02819441546907,6532.24805636344,0.977951480364511,144.805792909049,169.102876205358,8.98978858561983,378.940705821844,3.4770599999663
